trades,sessions,win_rate,avg_r,expectancy_usd,total_usd,profit_factor,max_dd_usd,t_stat_r,leg,filter,split,config
812,824.0,0.47044334975369456,0.027736095339928355,0.31036945812807964,252.02000000000066,1.010242550355209,-4094.819999999996,0.8131302241893408,MNQ,dow_Mon,full,OR15m/cut1100/exit1100/TE/both/follow
531,539.0,0.4745762711864407,0.06736746302972242,2.8696045197740117,1523.7600000000002,1.2061179602470558,-779.3199999999997,1.5052386368914485,MNQ,dow_Mon,IS,OR15m/cut1100/exit1100/TE/both/follow
281,285.0,0.4626334519572954,-0.04715449627317007,-4.525765124555158,-1271.7399999999993,0.9261154948659521,-4094.8199999999983,-0.9350819348307319,MNQ,dow_Mon,OOS,OR15m/cut1100/exit1100/TE/both/follow
826,835.0,0.4552058111380145,-0.04084451221066634,-0.5266828087167075,-435.0400000000004,0.9846784531943368,-3271.6399999999867,-1.1652043149564144,MNQ,dow_Tue,full,OR15m/cut1100/exit1100/TE/both/follow
539,546.0,0.42115027829313545,-0.10945646307362653,-4.710686456400741,-2539.0599999999995,0.74914142990946,-2919.0599999999904,-2.6415502641185173,MNQ,dow_Tue,IS,OR15m/cut1100/exit1100/TE/both/follow
287,289.0,0.519163763066202,0.08801207843440521,7.3310801393728235,2104.0200000000004,1.1151466792757647,-1907.6799999999976,1.3835941352341457,MNQ,dow_Tue,OOS,OR15m/cut1100/exit1100/TE/both/follow
820,832.0,0.4560975609756098,-0.03899826735107756,-2.8826829268292675,-2363.7999999999993,0.9156037094665371,-2807.8999999999933,-1.170253314822931,MNQ,dow_Wed,full,OR15m/cut1100/exit1100/TE/both/follow
534,545.0,0.449438202247191,-0.06678667636023936,-1.7703370786516843,-945.3599999999994,0.8886798096148729,-970.2599999999993,-1.645390347463096,MNQ,dow_Wed,IS,OR15m/cut1100/exit1100/TE/both/follow
286,287.0,0.46853146853146854,0.012886384435259485,-4.959580419580421,-1418.4400000000005,0.9273194207033376,-2281.2599999999998,0.22157525578958562,MNQ,dow_Wed,OOS,OR15m/cut1100/exit1100/TE/both/follow
824,831.0,0.47572815533980584,-0.02110683612203242,1.0971359223300978,904.0400000000006,1.0321079347129665,-2318.0999999999995,-0.6295595008526657,MNQ,dow_Thu,full,OR15m/cut1100/exit1100/TE/both/follow
539,545.0,0.4601113172541744,-0.05462361246012551,-1.1568831168831162,-623.5599999999996,0.9308549213030626,-1607.6999999999985,-1.3470750549675714,MNQ,dow_Thu,IS,OR15m/cut1100/exit1100/TE/both/follow
285,286.0,0.5052631578947369,0.0422810321103612,5.360000000000003,1527.6000000000008,1.0798196689960466,-2318.0999999999995,0.7141755767841915,MNQ,dow_Thu,OOS,OR15m/cut1100/exit1100/TE/both/follow
802,817.0,0.4389027431421446,-0.0668019659296315,-1.5057107231920168,-1207.5799999999974,0.9593236210526315,-4276.819999999988,-2.010569188497646,MNQ,dow_Fri,full,OR15m/cut1100/exit1100/TE/both/follow
523,536.0,0.4168260038240918,-0.1258643583676992,-2.459694072657743,-1286.4199999999996,0.8590332796388223,-2432.639999999992,-3.2116221091720134,MNQ,dow_Fri,IS,OR15m/cut1100/exit1100/TE/both/follow
279,281.0,0.48028673835125446,0.04391355824638778,0.2825806451612941,78.84000000000106,1.0038342946629186,-3861.259999999998,0.7249246039586864,MNQ,dow_Fri,OOS,OR15m/cut1100/exit1100/TE/both/follow
4084,4139.0,0.37414299706170423,-0.007054470049074689,2.4351469147894256,9945.140000000014,1.048208870559381,-9027.479999999912,-0.30535396809302306,MNQ,(none),full,OR15m/cut1100/exit1559/TE/both/follow
2666,2711.0,0.3555888972243061,-0.061193849514073695,-3.065881470367591,-8173.639999999998,0.8848478513048944,-8531.839999999913,-2.156525668400066,MNQ,(none),IS,OR15m/cut1100/exit1559/TE/both/follow
1418,1428.0,0.4090267983074753,0.09473367216085996,12.777700987306071,18118.78000000001,1.1339041938188263,-8011.300000000083,2.3901324339662082,MNQ,(none),OOS,OR15m/cut1100/exit1559/TE/both/follow
1011,1017.0,0.3254203758654797,-0.04361506573695163,1.4065875370919882,1422.0600000000002,1.0436070526371957,-2139.639999999981,-0.8246555227814646,MNQ,or_width_rel_narrow,full,OR15m/cut1100/exit1559/TE/both/follow
690,693.0,0.3101449275362319,-0.11197344093104596,-2.429855072463768,-1676.6000000000001,0.8691029578702961,-1853.5599999999833,-1.7938295090827714,MNQ,or_width_rel_narrow,IS,OR15m/cut1100/exit1559/TE/both/follow
321,324.0,0.3582554517133956,0.10332349776437262,9.653146417445486,3098.6600000000008,1.1564802769787657,-1744.4199999999973,1.0504977842215146,MNQ,or_width_rel_narrow,OOS,OR15m/cut1100/exit1559/TE/both/follow
1791,1808.0,0.3813512004466778,0.027790189807603116,7.339396984924628,13144.860000000008,1.158763321405123,-4118.840000000018,0.7882776104286708,MNQ,or_width_rel_typical,full,OR15m/cut1100/exit1559/TE/both/follow
1127,1143.0,0.35847382431233366,-0.04219092176649067,-1.1713220940550126,-1320.0799999999992,0.9487166736853228,-1647.159999999974,-0.9580508855323976,MNQ,or_width_rel_typical,IS,OR15m/cut1100/exit1559/TE/both/follow
664,665.0,0.42018072289156627,0.1465683716509822,21.784548192771087,14464.940000000002,1.2535289127569478,-4118.840000000018,2.503815722867892,MNQ,or_width_rel_typical,OOS,OR15m/cut1100/exit1559/TE/both/follow
1222,1254.0,0.397708674304419,-0.034859609420799215,-3.9156137479541697,-4784.879999999996,0.9469660376839859,-9492.000000000013,-0.9698168522450126,MNQ,or_width_rel_wide,full,OR15m/cut1100/exit1559/TE/both/follow
789,815.0,0.38022813688212925,-0.05886254534562777,-6.768136882129277,-5340.0599999999995,0.8319047496132909,-5679.659999999977,-1.2987087007943159,MNQ,or_width_rel_wide,IS,OR15m/cut1100/exit1559/TE/both/follow
433,439.0,0.4295612009237875,0.008877841952618181,1.2821709006928512,555.1800000000046,1.0094975817245713,-5788.459999999993,0.15068771675786008,MNQ,or_width_rel_wide,OOS,OR15m/cut1100/exit1559/TE/both/follow
1336,1350.0,0.34505988023952094,-0.05953177438319026,-1.1657485029940102,-1557.4399999999978,0.970262539858324,-4918.459999999977,-1.433881437803225,MNQ,or_volume_rel_quiet,full,OR15m/cut1100/exit1559/TE/both/follow
922,933.0,0.3362255965292842,-0.10521333496441765,-4.439674620390454,-4093.3799999999983,0.804895788847538,-4651.279999999982,-2.172229732855423,MNQ,or_volume_rel_quiet,IS,OR15m/cut1100/exit1559/TE/both/follow
414,417.0,0.3647342995169082,0.04220348855374611,6.12545893719807,2535.940000000001,1.080781663912295,-1883.6799999999994,0.5319979134426222,MNQ,or_volume_rel_quiet,OOS,OR15m/cut1100/exit1559/TE/both/follow
1905,1932.0,0.3926509186351706,0.03524636430403205,11.028766404199482,21009.800000000014,1.2189780413275222,-3397.7400000000707,1.0294242933908213,MNQ,or_volume_rel_normal,full,OR15m/cut1100/exit1559/TE/both/follow
1158,1180.0,0.35664939550949915,-0.05010502196433067,-1.6488082901554393,-1909.3199999999988,0.9380659978007219,-3205.519999999997,-1.1280400927395036,MNQ,or_volume_rel_normal,IS,OR15m/cut1100/exit1559/TE/both/follow
747,752.0,0.4484605087014726,0.16755815185257825,30.681552878179392,22919.120000000006,1.3519711139177057,-3397.7400000000707,3.1396214409313568,MNQ,or_volume_rel_normal,OOS,OR15m/cut1100/exit1559/TE/both/follow
783,797.0,0.36909323116219667,-0.031329396743418135,-12.350344827586202,-9670.319999999996,0.8312666655732224,-10183.89999999999,-0.6462626580389564,MNQ,or_volume_rel_busy,full,OR15m/cut1100/exit1559/TE/both/follow
526,538.0,0.37072243346007605,-0.030846161747279482,-4.437338403041825,-2334.04,0.8738952516486803,-3783.3599999999906,-0.524546524515991,MNQ,or_volume_rel_busy,IS,OR15m/cut1100/exit1559/TE/both/follow
257,259.0,0.3657587548638132,-0.032318430237460706,-28.545836575875484,-7336.28,0.8109328981725927,-8768.499999999998,-0.376790503625852,MNQ,or_volume_rel_busy,OOS,OR15m/cut1100/exit1559/TE/both/follow
1061,1072.0,0.4194156456173421,0.1261132298180317,9.690442978322341,10281.560000000005,1.1642221300786935,-3511.060000000034,2.6770790136609133,MNQ,gap_up_gt_0.25pct,full,OR15m/cut1100/exit1559/TE/both/follow
589,599.0,0.398981324278438,0.06310760959014677,-1.5977249575551784,-941.0600000000001,0.9522780818736223,-3170.3399999999956,1.041278876056728,MNQ,gap_up_gt_0.25pct,IS,OR15m/cut1100/exit1559/TE/both/follow
472,473.0,0.4449152542372881,0.20473676861935422,23.776737288135603,11222.620000000004,1.2616728509946145,-3511.060000000034,2.765439918695945,MNQ,gap_up_gt_0.25pct,OOS,OR15m/cut1100/exit1559/TE/both/follow
826,838.0,0.37167070217917675,0.03648847005237019,4.609515738498795,3807.460000000004,1.0605538472891471,-5064.1399999999985,0.7052257481010547,MNQ,gap_dn_lt_-0.25pct,full,OR15m/cut1100/exit1559/TE/both/follow
416,425.0,0.3485576923076923,-0.010554784405104344,-1.8633173076923073,-775.1399999999999,0.9536311886696288,-2408.0999999999995,-0.1452984559002091,MNQ,gap_dn_lt_-0.25pct,IS,OR15m/cut1100/exit1559/TE/both/follow
410,413.0,0.3951219512195122,0.08422016237995411,11.177073170731717,4582.600000000004,1.0992755265225058,-4168.759999999998,1.1423824853566975,MNQ,gap_dn_lt_-0.25pct,OOS,OR15m/cut1100/exit1559/TE/both/follow
1471,1493.0,0.3392250169952413,-0.1509726238998448,-5.651148878314071,-8312.839999999998,0.8381358057576705,-8506.21999999995,-4.244446299189678,MNQ,gap_small_lt_0.15pct,full,OR15m/cut1100/exit1559/TE/both/follow
1129,1147.0,0.32683790965456155,-0.182686581178868,-5.114844995571301,-5774.659999999998,0.743153240907534,-5834.619999999963,-4.485010138976537,MNQ,gap_small_lt_0.15pct,IS,OR15m/cut1100/exit1559/TE/both/follow
342,346.0,0.38011695906432746,-0.046279472531373454,-7.4215789473684195,-2538.1799999999994,0.9120945571064327,-4369.619999999994,-0.6357653565011386,MNQ,gap_small_lt_0.15pct,OOS,OR15m/cut1100/exit1559/TE/both/follow
2687,2730.0,0.3703014514328247,-0.03274473285405716,1.111470040937849,2986.5200000000004,1.0266119716269186,-5750.659999999993,-1.1765330874166944,MNQ,above_sma20,full,OR15m/cut1100/exit1559/TE/both/follow
1802,1837.0,0.3518312985571587,-0.08453980588192932,-2.129622641509433,-3837.579999999998,0.906073394127158,-4046.3599999999396,-2.512054269381115,MNQ,above_sma20,IS,OR15m/cut1100/exit1559/TE/both/follow
885,893.0,0.40790960451977404,0.07271822940156504,7.710847457627123,6824.100000000004,1.0956192079695708,-5750.660000000148,1.475526074614394,MNQ,above_sma20,OOS,OR15m/cut1100/exit1559/TE/both/follow
1397,1409.0,0.3815318539727989,0.0423583690038873,4.981116678596996,6958.620000000003,1.0739743117908458,-7697.5799999999845,1.0290624780239992,MNQ,below_sma20,full,OR15m/cut1100/exit1559/TE/both/follow
864,874.0,0.36342592592592593,-0.012502398848708145,-5.018587962962962,-4336.0599999999995,0.8560596202363562,-5758.819999999989,-0.2388935046756584,MNQ,below_sma20,IS,OR15m/cut1100/exit1559/TE/both/follow
533,535.0,0.41088180112570355,0.1312883941908337,21.190769230769238,11294.680000000004,1.176633763949302,-5370.180000000037,1.973248131236445,MNQ,below_sma20,OOS,OR15m/cut1100/exit1559/TE/both/follow
3257,3282.0,0.3662879950875038,0.0005849944824105554,2.309401289530246,7521.72000000001,1.0496873254818009,-7464.540000000041,0.021633763732715,MNQ,or_lt_0.4_atr,full,OR15m/cut1100/exit1559/TE/both/follow
2112,2131.0,0.3508522727272727,-0.05067777561692581,-1.511590909090908,-3192.4799999999977,0.9361450872712608,-3584.8199999999947,-1.5149397438161913,MNQ,or_lt_0.4_atr,IS,OR15m/cut1100/exit1559/TE/both/follow
1145,1151.0,0.3947598253275109,0.09514130055210354,9.357379912663761,10714.200000000006,1.1056781254703596,-7464.5400000000445,2.076683422378466,MNQ,or_lt_0.4_atr,OOS,OR15m/cut1100/exit1559/TE/both/follow
63,68.0,0.47619047619047616,-0.14336902594389084,-11.57174603174603,-729.02,0.8216604449315282,-2099.3599999999997,-1.3860955311219132,MNQ,or_gt_0.7_atr,full,OR15m/cut1100/exit1559/TE/both/follow
47,52.0,0.46808510638297873,-0.16109525820111326,-11.784680851063827,-553.8799999999999,0.7005244660719115,-675.8400000000001,-1.4095868964967893,MNQ,or_gt_0.7_atr,IS,OR15m/cut1100/exit1559/TE/both/follow
16,16.0,0.5,-0.09129821868829982,-10.946250000000006,-175.1400000000001,0.9217538153615212,-1740.9399999999998,-0.3850597886464775,MNQ,or_gt_0.7_atr,OOS,OR15m/cut1100/exit1559/TE/both/follow
812,824.0,0.39039408866995073,-0.011513230675680473,-3.636059113300489,-2952.479999999997,0.9247551499427854,-5318.4599999999955,-0.2409914757334661,MNQ,dow_Mon,full,OR15m/cut1100/exit1559/TE/both/follow
531,539.0,0.391713747645951,0.03366164907378687,0.5089642184557454,270.2600000000008,1.0212762607440158,-1618.6799999999996,0.5350274063425466,MNQ,dow_Mon,IS,OR15m/cut1100/exit1559/TE/both/follow
281,285.0,0.3879003558718861,-0.09687928457947818,-11.468825622775798,-3222.7399999999993,0.8785516063533598,-4883.919999999996,-1.3833484807504517,MNQ,dow_Mon,OOS,OR15m/cut1100/exit1559/TE/both/follow
826,835.0,0.36803874092009686,-0.04601869075006919,0.6137530266343867,506.96000000000345,1.0122054980597264,-4655.559999999999,-0.9101377086585147,MNQ,dow_Tue,full,OR15m/cut1100/exit1559/TE/both/follow
539,546.0,0.32653061224489793,-0.14118229765652268,-5.211614100185527,-2809.0599999999995,0.8133889412224257,-3083.859999999987,-2.2378432638945607,MNQ,dow_Tue,IS,OR15m/cut1100/exit1559/TE/both/follow
287,289.0,0.445993031358885,0.1327032051474166,11.554076655052269,3316.0200000000013,1.1252161816394006,-4655.559999999999,1.5869877983018728,MNQ,dow_Tue,OOS,OR15m/cut1100/exit1559/TE/both/follow
820,832.0,0.34512195121951217,-0.0356668492265617,-1.8790243902439001,-1540.7999999999981,0.9641603406070228,-5433.799999999994,-0.6581972406997216,MNQ,dow_Wed,full,OR15m/cut1100/exit1559/TE/both/follow
534,545.0,0.3408239700374532,-0.03400850437257231,-2.7703370786516848,-1479.3599999999997,0.8981513354831776,-2771.3199999999997,-0.48466963959724124,MNQ,dow_Wed,IS,OR15m/cut1100/exit1559/TE/both/follow
286,287.0,0.3531468531468531,-0.03876319940848601,-0.21482517482516705,-61.43999999999778,0.997841665964084,-5433.799999999994,-0.4632698483850697,MNQ,dow_Wed,OOS,OR15m/cut1100/exit1559/TE/both/follow
824,831.0,0.3616504854368932,-0.011389257935224745,5.7100000000000035,4705.040000000003,1.1086701154410954,-4117.699999999992,-0.2121533806152831,MNQ,dow_Thu,full,OR15m/cut1100/exit1559/TE/both/follow
539,545.0,0.34137291280148424,-0.13288426013724416,-6.30252319109462,-3397.06,0.7712294265010909,-4117.699999999992,-2.2868851804845733,MNQ,dow_Thu,IS,OR15m/cut1100/exit1559/TE/both/follow
285,286.0,0.4,0.2183855006152611,28.428421052631588,8102.100000000002,1.284810460310173,-3087.8400000000393,2.013333822762581,MNQ,dow_Thu,OOS,OR15m/cut1100/exit1559/TE/both/follow
802,817.0,0.40648379052369077,0.07129836794537965,11.504264339152122,9226.420000000002,1.235181631687562,-2489.119999999999,1.3773417940102755,MNQ,dow_Fri,full,OR15m/cut1100/exit1559/TE/both/follow
523,536.0,0.37858508604206503,-0.028938283894660303,-1.4501338432122381,-758.4200000000005,0.9452463632097602,-1532.8599999999967,-0.4643497443378494,MNQ,dow_Fri,IS,OR15m/cut1100/exit1559/TE/both/follow
279,281.0,0.45878136200716846,0.259197181251261,35.78795698924732,9984.840000000002,1.3934208421429228,-1719.4399999999996,2.8401284211253603,MNQ,dow_Fri,OOS,OR15m/cut1100/exit1559/TE/both/follow
3825,4139.0,0.4833986928104575,-0.02108321961764144,-0.5845751633986914,-2235.9999999999945,0.9793066506351823,-6335.179999999911,-1.932585146138731,MNQ,(none),full,OR30m/cut1100/exit1100/TE/both/follow
2485,2711.0,0.4659959758551308,-0.04294341650253813,-1.3176659959758543,-3274.399999999998,0.9039175940195568,-4887.579999999929,-3.1697740220267168,MNQ,(none),IS,OR30m/cut1100/exit1100/TE/both/follow
1340,1428.0,0.5156716417910447,0.019456026098006528,0.7749253731343281,1038.3999999999996,1.01403718231142,-5929.479999999997,1.0600364227578474,MNQ,(none),OOS,OR30m/cut1100/exit1100/TE/both/follow
998,1035.0,0.4589178356713427,-0.023535085412227416,2.497074148296594,2492.080000000001,1.1320825118192035,-1336.6799999999894,-0.8842665762162536,MNQ,or_width_rel_narrow,full,OR30m/cut1100/exit1100/TE/both/follow
663,684.0,0.4298642533936652,-0.07113410699830754,-1.834871794871794,-1216.5199999999995,0.8377458446813789,-1336.6799999999894,-2.161543211055219,MNQ,or_width_rel_narrow,IS,OR30m/cut1100/exit1100/TE/both/follow
335,351.0,0.5164179104477612,0.07066835133873113,11.07044776119403,3708.6000000000004,1.3261747162264141,-1277.2599999999984,1.5757944815052805,MNQ,or_width_rel_narrow,OOS,OR30m/cut1100/exit1100/TE/both/follow
1669,1804.0,0.4733373277411624,-0.03342079750960042,-0.03131216297183847,-52.2599999999984,0.9988578087762947,-2919.899999999965,-2.107169568662013,MNQ,or_width_rel_typical,full,OR30m/cut1100/exit1100/TE/both/follow
1051,1150.0,0.44719314938154137,-0.06313240543272926,-1.4144053282588003,-1486.539999999999,0.8885337996316804,-2734.059999999975,-3.207951308305804,MNQ,or_width_rel_typical,IS,OR30m/cut1100/exit1100/TE/both/follow
618,654.0,0.517799352750809,0.017108166773908313,2.3208414239482202,1434.2800000000002,1.0442434307938324,-2634.0999999999985,0.64245540065592,MNQ,or_width_rel_typical,OOS,OR30m/cut1100/exit1100/TE/both/follow
1105,1240.0,0.5221719457013575,0.0012554077548390784,-4.1110407239819,-4542.7,0.8942762014745057,-5000.899999999985,0.07935710680713526,MNQ,or_width_rel_wide,full,OR30m/cut1100/exit1100/TE/both/follow
718,817.0,0.5278551532033426,0.013318795769524662,-0.6103342618384396,-438.2199999999997,0.9657119875811389,-2117.7799999999997,0.6799778846973675,MNQ,or_width_rel_wide,IS,OR30m/cut1100/exit1100/TE/both/follow
387,423.0,0.5116279069767442,-0.021125761740107295,-10.605891472868215,-4104.48,0.8640318070060481,-4326.319999999988,-0.7875277032197923,MNQ,or_width_rel_wide,OOS,OR30m/cut1100/exit1100/TE/both/follow
1244,1342.0,0.47106109324758844,-0.016210374580908724,0.7718971061093247,960.24,1.0379972237302997,-2034.7599999999993,-0.7671970568880127,MNQ,or_volume_rel_quiet,full,OR30m/cut1100/exit1100/TE/both/follow
864,938.0,0.4548611111111111,-0.029540370856327908,-0.3710185185185182,-320.5599999999997,0.9674817201334167,-1616.7999999999874,-1.1413915100691938,MNQ,or_volume_rel_quiet,IS,OR30m/cut1100/exit1100/TE/both/follow
380,404.0,0.5078947368421053,0.014097827476886485,3.370526315789473,1280.7999999999997,1.0830960951063615,-2034.7599999999993,0.3877365976007603,MNQ,or_volume_rel_quiet,OOS,OR30m/cut1100/exit1100/TE/both/follow
1799,1942.0,0.48971650917176207,-0.02422927435917944,1.497520844913842,2694.040000000002,1.0524614859738686,-3013.2999999999956,-1.5971598115838992,MNQ,or_volume_rel_normal,full,OR30m/cut1100/exit1100/TE/both/follow
1091,1187.0,0.458295142071494,-0.06870656660704484,-2.069330889092575,-2257.6399999999994,0.8516188480684371,-2824.8999999999746,-3.609986802227705,MNQ,or_volume_rel_normal,IS,OR30m/cut1100/exit1100/TE/both/follow
708,755.0,0.538135593220339,0.04430847400582217,6.993898305084744,4951.6799999999985,1.1370230103952725,-3013.2999999999947,1.7857899654666325,MNQ,or_volume_rel_normal,OOS,OR30m/cut1100/exit1100/TE/both/follow
729,795.0,0.49108367626886146,-0.019377133285342407,-7.897338820301782,-5757.159999999999,0.8140772877029606,-6262.899999999989,-0.848974744672422,MNQ,or_volume_rel_busy,full,OR30m/cut1100/exit1100/TE/both/follow
477,526.0,0.5052410901467506,-0.007273440459128718,-1.1804612159329144,-563.0800000000002,0.9340766896448376,-1739.5999999999979,-0.2644294648833475,MNQ,or_volume_rel_busy,IS,OR30m/cut1100/exit1100/TE/both/follow
252,269.0,0.4642857142857143,-0.04228769470638975,-20.611428571428572,-5194.08,0.7683685710335845,-5561.919999999992,-1.0404668577385796,MNQ,or_volume_rel_busy,OOS,OR30m/cut1100/exit1100/TE/both/follow
1003,1072.0,0.5264207377866401,0.02736006064021076,0.31343968095713054,314.3800000000019,1.0089978391219108,-3429.819999999999,1.2806755254731563,MNQ,gap_up_gt_0.25pct,full,OR30m/cut1100/exit1100/TE/both/follow
556,599.0,0.5179856115107914,0.02907614989437815,0.3152158273381298,175.26000000000016,1.0178750642547671,-1389.8199999999997,1.0077148035343084,MNQ,gap_up_gt_0.25pct,IS,OR30m/cut1100/exit1100/TE/both/follow
447,473.0,0.5369127516778524,0.025225506668584204,0.31123042505592713,139.11999999999944,1.0055349599240573,-3429.819999999999,0.7928857700786959,MNQ,gap_up_gt_0.25pct,OOS,OR30m/cut1100/exit1100/TE/both/follow
792,838.0,0.5214646464646465,0.015589789368387662,1.3615151515151507,1078.3199999999993,1.0343653037654212,-3305.4199999999955,0.6749816812537189,MNQ,gap_dn_lt_-0.25pct,full,OR30m/cut1100/exit1100/TE/both/follow
396,425.0,0.5126262626262627,0.022232055382632017,1.8855050505050501,746.6599999999999,1.1042061513812558,-670.660000000001,0.6720161438069968,MNQ,gap_dn_lt_-0.25pct,IS,OR30m/cut1100/exit1100/TE/both/follow
396,413.0,0.5303030303030303,0.008947523354143307,0.8375252525252521,331.65999999999985,1.0136976344054047,-3305.419999999994,0.2772069266423625,MNQ,gap_dn_lt_-0.25pct,OOS,OR30m/cut1100/exit1100/TE/both/follow
1357,1493.0,0.4288872512896094,-0.08642961932802909,-2.64280029476787,-3586.2799999999997,0.8651546314226088,-5181.539999999964,-4.684819086581761,MNQ,gap_small_lt_0.15pct,full,OR30m/cut1100/exit1100/TE/both/follow
1039,1147.0,0.41867179980750724,-0.11590218696229986,-3.4577093358999034,-3592.5599999999995,0.6934717614776591,-3890.159999999969,-5.625043794276448,MNQ,gap_small_lt_0.15pct,IS,OR30m/cut1100/exit1100/TE/both/follow
318,346.0,0.46226415094339623,0.009865971149981377,0.019748427672956603,6.2800000000002,1.0004221752242302,-1790.8799999999976,0.2441774229062248,MNQ,gap_small_lt_0.15pct,OOS,OR30m/cut1100/exit1100/TE/both/follow
2501,2730.0,0.46381447421031585,-0.03246033562898513,0.5205757696921243,1301.9600000000028,1.0226356415558642,-3135.2999999999665,-2.366195883942535,MNQ,above_sma20,full,OR30m/cut1100/exit1100/TE/both/follow
1671,1837.0,0.44105326152004787,-0.06260471970089211,-1.0097785757031705,-1687.3399999999979,0.9174081467029143,-3135.2999999999665,-3.738108520573506,MNQ,above_sma20,IS,OR30m/cut1100/exit1100/TE/both/follow
830,893.0,0.5096385542168674,0.02822793640011917,3.6015662650602422,2989.300000000001,1.0805995856372954,-2665.2599999999993,1.1865961074571607,MNQ,above_sma20,OOS,OR30m/cut1100/exit1100/TE/both/follow
1324,1409.0,0.520392749244713,0.00040784318022152273,-2.6721752265861016,-3537.9599999999987,0.9299911548028233,-5457.519999999984,0.022745537337706435,MNQ,below_sma20,full,OR30m/cut1100/exit1100/TE/both/follow
814,874.0,0.5171990171990172,-0.0025821908951062936,-1.9497051597051585,-1587.059999999999,0.8837252238589457,-2189.699999999988,-0.1125603611914642,MNQ,below_sma20,IS,OR30m/cut1100/exit1100/TE/both/follow
510,535.0,0.5254901960784314,0.005180172076921235,-3.825294117647055,-1950.899999999998,0.9471109896580556,-3870.079999999997,0.18004859903260087,MNQ,below_sma20,OOS,OR30m/cut1100/exit1100/TE/both/follow
2312,2433.0,0.4710207612456747,-0.034283105907247514,-1.24977508650519,-2889.479999999999,0.9521204356266856,-5284.359999999958,-2.193253021722521,MNQ,or_lt_0.4_atr,full,OR30m/cut1100/exit1100/TE/both/follow
1518,1600.0,0.4538866930171278,-0.061773268339374236,-1.7837417654808958,-2707.72,0.861636839883779,-3519.9199999999696,-3.21643142476308,MNQ,or_lt_0.4_atr,IS,OR30m/cut1100/exit1100/TE/both/follow
794,833.0,0.5037783375314862,0.018273652999513636,-0.22891687657430557,-181.75999999999863,0.9955428323123079,-4456.419999999998,0.6814675643923448,MNQ,or_lt_0.4_atr,OOS,OR30m/cut1100/exit1100/TE/both/follow
213,244.0,0.4694835680751174,-0.03136377427560396,-5.967230046948355,-1271.0199999999998,0.8529596183257326,-1831.7399999999975,-1.0534923481301466,MNQ,or_gt_0.7_atr,full,OR30m/cut1100/exit1100/TE/both/follow
141,164.0,0.46808510638297873,-0.026855742736344574,-4.54,-640.14,0.7962310997930924,-1002.0199999999986,-0.6989402389002851,MNQ,or_gt_0.7_atr,IS,OR30m/cut1100/exit1100/TE/both/follow
72,80.0,0.4722222222222222,-0.0401920027066536,-8.762222222222217,-630.8799999999997,0.88534707733911,-1505.2799999999997,-0.8715654546377531,MNQ,or_gt_0.7_atr,OOS,OR30m/cut1100/exit1100/TE/both/follow
740,824.0,0.48243243243243245,-0.011867417157877353,-1.4183783783783783,-1049.6,0.9422799422799419,-2697.219999999995,-0.5058730392542781,MNQ,dow_Mon,full,OR30m/cut1100/exit1100/TE/both/follow
490,539.0,0.4775510204081633,-0.010500833876124181,0.39265306122449023,192.4000000000002,1.0321645541263913,-837.8799999999999,-0.34724537251177906,MNQ,dow_Mon,IS,OR30m/cut1100/exit1100/TE/both/follow
250,285.0,0.492,-0.014545920390113556,-4.968,-1242.0,0.8982182456496899,-2697.2199999999957,-0.4011788335781209,MNQ,dow_Mon,OOS,OR30m/cut1100/exit1100/TE/both/follow
773,835.0,0.4890038809831824,-0.015076625784878037,1.74719275549806,1350.5800000000004,1.0615598492203486,-2559.6999999999875,-0.5859925539095716,MNQ,dow_Tue,full,OR30m/cut1100/exit1100/TE/both/follow
495,546.0,0.4585858585858586,-0.06358246805008416,-4.042020202020201,-2000.7999999999997,0.7516144810445898,-2310.01999999999,-1.98444620608096,MNQ,dow_Tue,IS,OR30m/cut1100/exit1100/TE/both/follow
278,289.0,0.5431654676258992,0.07129169047870842,12.055323741007195,3351.38,1.2413829364279083,-2325.779999999998,1.6675323772172024,MNQ,dow_Tue,OOS,OR30m/cut1100/exit1100/TE/both/follow
775,832.0,0.4967741935483871,-0.03209641446386211,-2.8858064516129027,-2236.4999999999995,0.8968694232711273,-2930.679999999989,-1.3819980272028858,MNQ,dow_Wed,full,OR30m/cut1100/exit1100/TE/both/follow
504,545.0,0.4742063492063492,-0.05312685079347117,-1.9596428571428564,-987.6599999999996,0.8506170972230626,-1420.9199999999976,-1.8693078934543645,MNQ,dow_Wed,IS,OR30m/cut1100/exit1100/TE/both/follow
271,287.0,0.5387453874538746,0.007015540924045465,-4.608265682656828,-1248.8400000000004,0.9171554612093269,-2430.2599999999993,0.1745919207832682,MNQ,dow_Wed,OOS,OR30m/cut1100/exit1100/TE/both/follow
783,831.0,0.4955300127713921,-0.021420408391155624,-3.368224776500638,-2637.3199999999997,0.8926600949132673,-2761.239999999994,-0.8727221736486767,MNQ,dow_Thu,full,OR30m/cut1100/exit1100/TE/both/follow
508,545.0,0.4862204724409449,-0.02544331593344806,-1.0754330708661408,-546.3199999999995,0.9245147455453862,-901.5600000000013,-0.8150635015420798,MNQ,dow_Thu,IS,OR30m/cut1100/exit1100/TE/both/follow
275,286.0,0.5127272727272727,-0.013989001003939055,-7.6036363636363635,-2091.0,0.8793586101373383,-2747.2200000000003,-0.35369748734550116,MNQ,dow_Thu,OOS,OR30m/cut1100/exit1100/TE/both/follow
